date,jisdor,previous_jisdor,change_idr,return_pct,news_count,armed_conflict_count,sanctions_count,trade_conflict_count,energy_geopolitics_count,political_instability_count,monetary_geoeconomic_count
2025-12-29,16788,16767.0,21.0,0.12524601896581888,4,1,0,3,0,0,0
2025-12-30,16782,16788.0,-6.0,-0.03573981415296856,1,0,0,0,0,0,1
2025-12-31,16720,16782.0,-62.0,-0.3694434513168865,3,1,1,0,0,0,1
2026-01-02,16725,16720.0,5.0,0.029904306220096544,2,1,0,2,0,0,0
2026-01-05,16748,16725.0,23.0,0.13751868460387673,5,2,0,2,0,0,1
2026-01-06,16762,16748.0,14.0,0.08359207069501551,7,6,0,0,0,1,1
2026-01-07,16785,16762.0,23.0,0.13721512945950032,4,3,0,1,0,0,0
2026-01-08,16801,16785.0,16.0,0.09532320524276994,5,2,1,0,0,0,2
2026-01-09,16834,16801.0,33.0,0.19641687994762513,9,3,0,4,0,0,2
2026-01-12,16853,16834.0,19.0,0.11286681715576563,7,4,0,2,1,0,0
2026-01-13,16875,16853.0,22.0,0.1305405565774631,6,1,0,2,0,0,3
2026-01-14,16871,16875.0,-4.0,-0.02370370370370356,8,0,0,2,1,0,5
2026-01-15,16880,16871.0,9.0,0.05334597830597421,8,2,0,2,0,0,4
2026-01-19,16935,16880.0,55.0,0.3258293838862558,14,2,0,8,0,0,4
2026-01-20,16981,16935.0,46.0,0.27162680838499487,12,2,0,12,0,0,0
2026-01-21,16963,16981.0,-18.0,-0.10600082445085812,18,4,0,11,2,0,3
2026-01-22,16902,16963.0,-61.0,-0.3596062017331869,12,0,0,9,1,0,2
2026-01-23,16838,16902.0,-64.0,-0.37865341379718087,7,0,0,4,0,0,3
2026-01-26,16779,16838.0,-59.0,-0.3503979094904408,4,1,0,3,0,0,0
2026-01-27,16801,16779.0,22.0,0.13111627629776024,10,0,0,6,1,0,3
2026-01-28,16723,16801.0,-78.0,-0.4642580798762008,7,0,0,2,0,1,4
2026-01-29,16786,16723.0,63.0,0.37672666387609244,5,2,0,0,0,0,3
2026-01-30,16796,16786.0,10.0,0.05957345406886194,5,1,0,4,0,0,0
2026-02-02,16800,16796.0,4.0,0.0238151940938236,6,0,0,0,0,0,6
2026-02-03,16777,16800.0,-23.0,-0.13690476190476586,5,0,0,2,0,0,3
2026-02-04,16775,16777.0,-2.0,-0.011921082434285246,2,2,0,1,0,0,0
2026-02-05,16826,16775.0,51.0,0.3040238450074506,2,1,0,0,0,0,1
2026-02-06,16887,16826.0,61.0,0.36253417330323057,5,2,0,2,0,0,2
2026-02-09,16838,16887.0,-49.0,-0.2901640315035259,2,0,0,1,0,0,1
2026-02-10,16799,16838.0,-39.0,-0.23161895712079383,0,0,0,0,0,0,0
2026-02-11,16781,16799.0,-18.0,-0.10714923507351148,5,0,0,1,0,1,3
2026-02-12,16826,16781.0,45.0,0.2681604195220677,5,0,0,5,0,0,0
2026-02-13,16844,16826.0,18.0,0.10697729704030046,10,0,0,6,0,0,4
2026-02-18,16884,16844.0,40.0,0.23747328425551828,15,2,0,2,2,0,9
2026-02-19,16925,16884.0,41.0,0.2428334517886821,3,1,0,1,1,0,2
2026-02-20,16885,16925.0,-40.0,-0.23633677991137247,10,1,0,7,1,0,1
2026-02-23,16818,16885.0,-67.0,-0.3968018951732266,33,3,0,29,0,0,1
2026-02-24,16830,16818.0,12.0,0.07135212272564306,17,2,0,14,1,0,0
2026-02-25,16813,16830.0,-17.0,-0.10101010101010166,5,0,0,4,0,0,1
2026-02-26,16758,16813.0,-55.0,-0.3271278177600645,2,1,0,1,0,0,0
2026-02-27,16779,16758.0,21.0,0.12531328320801727,6,4,0,1,0,0,1
2026-03-02,16848,16779.0,69.0,0.4112283211156864,13,12,0,1,2,0,0
2026-03-03,16870,16848.0,22.0,0.13057929724595851,19,19,0,0,3,0,1
2026-03-04,16911,16870.0,41.0,0.2430349733254289,24,22,0,1,4,0,3
2026-03-05,16886,16911.0,-25.0,-0.14783277156880104,18,15,0,2,1,1,0
2026-03-06,16919,16886.0,33.0,0.19542816534408036,25,24,0,1,1,0,1
2026-03-09,16974,16919.0,55.0,0.32507831432118106,32,25,0,3,6,0,3
2026-03-10,16879,16974.0,-95.0,-0.5596795098385732,21,18,0,1,5,0,1
2026-03-11,16867,16879.0,-12.0,-0.07109425913857104,19,17,0,1,3,0,2
2026-03-12,16899,16867.0,32.0,0.18971957075946122,22,16,0,2,3,0,7
2026-03-13,16934,16899.0,35.0,0.20711284691401488,23,18,0,3,0,0,4
2026-03-16,16990,16934.0,56.0,0.33069564190386647,31,26,0,2,3,0,1
2026-03-17,16982,16990.0,-8.0,-0.04708652148323056,12,11,0,0,0,0,2
2026-03-25,16905,16982.0,-77.0,-0.453421269579557,107,80,1,5,8,0,31
2026-03-26,16903,16905.0,-2.0,-0.011830819284230909,18,17,0,1,2,0,1
2026-03-27,16957,16903.0,54.0,0.3194699165828485,21,18,0,1,2,0,7
2026-03-30,16993,16957.0,36.0,0.21230170431090212,22,20,0,0,4,0,4
2026-03-31,16999,16993.0,6.0,0.0353086565056282,14,10,0,0,0,0,4
2026-04-01,17002,16999.0,3.0,0.017648096946887293,22,20,0,0,0,0,4
2026-04-02,17015,17002.0,13.0,0.07646159275378483,16,16,0,0,2,0,0
2026-04-06,17037,17015.0,22.0,0.12929767851894702,20,16,0,2,2,0,1
2026-04-07,17092,17037.0,55.0,0.3228267887538827,7,7,0,0,0,0,0
2026-04-08,17009,17092.0,-83.0,-0.4856073016615947,22,21,0,0,3,0,2
2026-04-09,17082,17009.0,73.0,0.42918454935623185,28,28,0,2,1,0,2
2026-04-10,17112,17082.0,30.0,0.17562346329469403,16,13,0,0,0,0,4
2026-04-13,17122,17112.0,10.0,0.058438522674153504,25,22,0,1,2,0,5
2026-04-14,17135,17122.0,13.0,0.07592570961336698,13,11,0,1,1,0,1
2026-04-15,17141,17135.0,6.0,0.035016049022473794,11,11,0,0,0,0,1
2026-04-16,17142,17141.0,1.0,0.005833965346235814,18,16,0,1,0,0,2
2026-04-17,17189,17142.0,47.0,0.27418037568545106,15,14,0,0,1,0,1
2026-04-20,17176,17189.0,-13.0,-0.07562976322066373,14,14,0,0,1,0,2
2026-04-21,17142,17176.0,-34.0,-0.1979506287843491,12,11,0,1,1,0,0
2026-04-22,17179,17142.0,37.0,0.2158441255396104,18,15,0,4,0,0,1
2026-04-23,17308,17179.0,129.0,0.7509168170440672,16,14,0,0,0,0,2
2026-04-24,17278,17308.0,-30.0,-0.17333025190663376,13,12,0,0,1,0,1
2026-04-27,17227,17278.0,-51.0,-0.29517305243662584,13,10,0,2,0,0,2
2026-04-28,17245,17227.0,18.0,0.10448714227666578,8,5,0,1,2,0,1
2026-04-29,17324,17245.0,79.0,0.45810379820236946,17,7,1,0,6,0,4
2026-04-30,17378,17324.0,54.0,0.3117063033941436,15,8,0,1,3,0,5
2026-05-04,17368,17378.0,-10.0,-0.0575440211762035,26,18,0,5,1,0,4
2026-05-05,17425,17368.0,57.0,0.32818977429756035,8,7,0,0,0,0,1
2026-05-06,17405,17425.0,-20.0,-0.11477761836441447,11,10,0,0,0,0,1
2026-05-07,17362,17405.0,-43.0,-0.2470554438379735,7,5,0,1,0,0,1
2026-05-08,17375,17362.0,13.0,0.07487616634027638,17,12,0,4,0,0,1
2026-05-11,17415,17375.0,40.0,0.23021582733813162,13,10,1,1,0,0,3
2026-05-12,17514,17415.0,99.0,0.568475452196382,13,8,0,1,1,0,3
2026-05-13,17496,17514.0,-18.0,-0.10277492291880241,13,4,0,2,0,0,8
2026-05-18,17666,17496.0,170.0,0.971650663008683,34,11,2,2,3,0,18
2026-05-19,17719,17666.0,53.0,0.30001132118193663,7,6,0,0,0,0,2
2026-05-20,17685,17719.0,-34.0,-0.19188441785653598,13,10,1,1,0,0,2
2026-05-21,17673,17685.0,-12.0,-0.06785411365564098,8,6,0,1,0,0,2
2026-05-22,17717,17673.0,44.0,0.24896735132688974,5,4,0,0,0,0,1
2026-05-25,17743,17717.0,26.0,0.1467517073996616,13,7,0,1,0,0,6
2026-05-26,17789,17743.0,46.0,0.2592571718424086,1,0,0,1,0,0,0
2026-05-29,17883,17789.0,94.0,0.5284164371240685,26,18,0,0,0,0,11
2026-06-02,17863,17883.0,-20.0,-0.11183805849130923,21,18,0,1,0,0,4
2026-06-03,17931,17863.0,68.0,0.3806751385545537,9,5,0,1,0,1,3
2026-06-04,18039,17931.0,108.0,0.6023088505939356,4,4,0,1,0,0,0
2026-06-05,18039,18039.0,0.0,0.0,4,3,0,0,1,0,1
2026-06-08,18171,18039.0,132.0,0.7317478795942023,8,6,0,0,0,0,3
2026-06-09,18141,18171.0,-30.0,-0.1650982334489015,8,7,0,0,0,0,1
2026-06-10,17971,18141.0,-170.0,-0.9371037980265728,7,4,0,1,0,0,4
2026-06-11,17981,17971.0,10.0,0.055645206165477745,12,6,0,1,0,0,10
2026-06-12,17921,17981.0,-60.0,-0.3336855569768038,7,5,0,0,0,0,3
2026-06-15,17719,17921.0,-202.0,-1.1271692427877955,7,3,3,1,0,0,1
2026-06-17,17753,17719.0,34.0,0.19188441785653598,15,7,0,0,1,0,7
2026-06-18,17826,17753.0,73.0,0.4111981073621429,7,3,0,0,0,0,4
2026-06-19,17826,17826.0,0.0,0.0,9,4,0,0,2,0,4
2026-06-22,17819,17826.0,-7.0,-0.03926848423650986,7,4,0,1,0,0,2
2026-06-23,17868,17819.0,49.0,0.27498737302877885,8,2,1,0,1,0,4
2026-06-24,17955,17868.0,87.0,0.4869039623908611,6,4,1,1,0,0,1
2026-06-25,17942,17955.0,-13.0,-0.07240323029796825,5,3,0,0,0,0,2
2026-06-26,17962,17942.0,20.0,0.11147029316687096,8,3,0,0,1,0,4
2026-06-29,17856,17962.0,-106.0,-0.5901347288720604,10,6,0,1,0,0,4
2026-06-30,17899,17856.0,43.0,0.24081541218639035,2,1,0,0,0,0,1
2026-07-01,17961,17899.0,62.0,0.34638806637241615,5,2,0,1,0,0,3
2026-07-02,17994,17961.0,33.0,0.18373141807248583,5,1,0,0,0,0,4
2026-07-03,17960,17994.0,-34.0,-0.18895187284649895,2,1,0,1,0,0,0
2026-07-06,17999,17960.0,39.0,0.2171492204899872,4,2,1,0,0,0,1
2026-07-07,17988,17999.0,-11.0,-0.06111450636145932,1,1,0,0,0,0,0
2026-07-08,18005,17988.0,17.0,0.09450744941070788,3,3,0,0,0,0,0
2026-07-09,18090,18005.0,85.0,0.47209108580950065,14,11,0,0,0,0,3
2026-07-10,18069,18090.0,-21.0,-0.11608623548922115,7,4,0,1,0,0,2
2026-07-13,18131,18069.0,62.0,0.3431291161658079,6,3,1,0,0,0,3
2026-07-14,18099,18131.0,-32.0,-0.17649329877006403,11,5,0,1,1,0,6
2026-07-15,18064,18099.0,-35.0,-0.1933808497707079,10,2,0,0,0,0,8
2026-07-16,18041,18064.0,-23.0,-0.1273250664304726,14,3,0,1,0,0,10
2026-07-17,17944,18041.0,-97.0,-0.5376642093010364,2,0,0,0,0,0,2
2026-07-20,17976,17944.0,32.0,0.178332590280883,8,6,0,1,0,0,1
2026-07-21,17909,17976.0,-67.0,-0.3727191811303987,9,7,1,2,0,0,1
2026-07-22,17909,17909.0,0.0,0.0,11,7,1,4,0,0,1
2026-07-23,17915,17909.0,6.0,0.03350270813557987,7,4,0,2,0,0,1
2026-07-24,17973,17915.0,58.0,0.3237510466089777,16,6,0,6,0,0,5
2026-07-27,17995,17973.0,22.0,0.12240583096867486,11,4,0,4,0,0,3
2026-07-28,18088,17995.0,93.0,0.516810225062514,5,2,0,1,0,0,2
2026-07-29,18087,18088.0,-1.0,-0.0055285272003491315,10,6,1,2,0,0,2
2026-07-30,18078,18087.0,-9.0,-0.04975949577044059,7,2,0,0,0,0,5
2026-07-31,18058,18078.0,-20.0,-0.11063170704723735,11,3,1,4,0,0,5
2026-08-03,17991,18058.0,-67.0,-0.37102669177095926,14,9,0,0,1,0,5
2026-08-04,18037,17991.0,46.0,0.25568339725419165,8,5,0,1,1,0,2
2026-08-05,17937,18037.0,-100.0,-0.554415922825302,4,1,0,0,0,0,3
2026-08-06,17919,17937.0,-18.0,-0.10035122930256435,8,3,0,2,0,0,3
2026-08-07,17913,17919.0,-6.0,-0.033484011384565804,4,2,0,1,0,0,2
2026-08-10,17795,17913.0,-118.0,-0.6587394629598564,8,5,1,1,0,0,2
2026-08-11,17824,17795.0,29.0,0.16296712559706883,9,2,0,2,0,0,5
2026-08-12,17876,17824.0,52.0,0.2917414721723466,7,3,0,0,0,0,4
2026-08-13,17882,17876.0,6.0,0.03356455582903539,15,2,0,0,1,0,13
2026-08-14,17836,17882.0,-46.0,-0.25724191924840767,8,5,1,2,0,0,2
2026-08-18,17856,17836.0,20.0,0.11213276519399518,15,12,0,1,0,0,3
2026-08-19,17844,17856.0,-12.0,-0.06720430107527431,8,5,0,3,0,0,0
2026-08-20,17779,17844.0,-65.0,-0.3642681013225735,6,2,0,2,0,0,2
2026-08-21,17705,17779.0,-74.0,-0.4162213847797913,5,4,0,0,0,0,1
2026-08-24,17703,17705.0,-2.0,-0.011296243998870636,12,5,3,3,1,0,2
2026-08-26,17717,17703.0,14.0,0.07908264136022858,16,11,2,6,0,0,2
2026-08-27,17762,17717.0,45.0,0.25399333973019633,6,2,0,0,0,0,4
2026-08-28,17703,17762.0,-59.0,-0.3321698006981233,10,3,1,3,1,0,4
2026-08-31,17746,17703.0,43.0,0.24289668417782906,16,10,2,2,0,0,5
2026-09-01,17727,17746.0,-19.0,-0.10706638115631772,6,3,0,2,0,0,2
