date,jisdor,previous_jisdor,change_idr,return_pct,news_count,armed_conflict_count,sanctions_count,trade_conflict_count,energy_geopolitics_count,political_instability_count,monetary_geoeconomic_count
2021-09-01,14284,,,,1,0,0,0,0,0,1
2021-09-02,14281,14284.0,-3.0,-0.021002520302437766,4,1,0,1,0,0,2
2021-09-03,14261,14281.0,-20.0,-0.1400462152510329,1,0,0,0,0,0,1
2021-09-06,14239,14261.0,-22.0,-0.15426688170534497,2,1,0,0,0,0,1
2021-09-07,14195,14239.0,-44.0,-0.30901046421799583,0,0,0,0,0,0,0
2021-09-08,14266,14195.0,71.0,0.5001761183515363,3,0,0,0,0,1,2
2021-09-09,14272,14266.0,6.0,0.042058040095338534,3,1,0,0,0,0,2
2021-09-10,14225,14272.0,-47.0,-0.32931614349775984,4,0,0,0,1,0,3
2021-09-13,14260,14225.0,35.0,0.2460456942003475,6,3,0,0,0,0,3
2021-09-14,14257,14260.0,-3.0,-0.021037868162687712,4,0,0,0,0,0,4
2021-09-15,14252,14257.0,-5.0,-0.03507049168829379,7,1,1,0,1,0,4
2021-09-16,14238,14252.0,-14.0,-0.09823182711198308,6,2,0,0,1,0,3
2021-09-17,14233,14238.0,-5.0,-0.035117291754460656,3,0,1,0,1,0,1
2021-09-20,14251,14233.0,18.0,0.12646666198272705,4,0,0,0,0,0,4
2021-09-21,14244,14251.0,-7.0,-0.049119360044913574,2,2,0,0,0,0,0
2021-09-22,14249,14244.0,5.0,0.0351024992979454,3,1,1,0,1,0,0
2021-09-23,14256,14249.0,7.0,0.04912625447399677,8,0,1,1,0,0,6
2021-09-24,14250,14256.0,-6.0,-0.042087542087543284,3,0,0,0,0,0,3
2021-09-27,14258,14250.0,8.0,0.056140350877198486,4,0,1,0,1,0,2
2021-09-28,14269,14258.0,11.0,0.07714967036049902,5,0,0,0,0,0,5
2021-09-29,14307,14269.0,38.0,0.26631158455392434,2,0,0,0,0,0,2
2021-09-30,14321,14307.0,14.0,0.09785419724610556,10,1,0,0,3,0,6
2021-10-01,14315,14321.0,-6.0,-0.041896515606454354,4,0,0,0,0,0,4
2021-10-04,14276,14315.0,-39.0,-0.2724414949353826,5,0,0,0,0,0,5
2021-10-05,14260,14276.0,-16.0,-0.11207621182404148,2,0,0,0,0,0,2
2021-10-06,14245,14260.0,-15.0,-0.10518934081346076,4,0,0,0,1,0,3
2021-10-07,14238,14245.0,-7.0,-0.04914004914005066,4,1,0,2,0,0,1
2021-10-08,14225,14238.0,-13.0,-0.09130495856159992,4,0,0,0,0,0,4
2021-10-11,14210,14225.0,-15.0,-0.10544815465729496,4,2,0,0,1,0,1
2021-10-12,14217,14210.0,7.0,0.04926108374383453,3,1,0,0,0,0,2
2021-10-13,14221,14217.0,4.0,0.0281353309418364,7,0,0,0,0,0,7
2021-10-14,14155,14221.0,-66.0,-0.4641023837986036,8,0,0,0,2,0,6
2021-10-15,14084,14155.0,-71.0,-0.5015895443306273,5,1,0,0,1,0,3
2021-10-18,14096,14084.0,12.0,0.08520306731041316,2,0,0,0,0,0,2
2021-10-19,14080,14096.0,-16.0,-0.11350737797957144,4,3,0,0,0,0,1
2021-10-21,14133,14080.0,53.0,0.37642045454544526,10,0,0,0,1,0,9
2021-10-22,14162,14133.0,29.0,0.2051935187150633,9,0,1,0,2,0,6
2021-10-25,14183,14162.0,21.0,0.1482841406581059,5,1,0,0,0,0,4
2021-10-26,14165,14183.0,-18.0,-0.12691250088133765,3,1,0,0,0,0,2
2021-10-27,14184,14165.0,19.0,0.13413342746204648,4,1,0,0,0,1,3
2021-10-28,14199,14184.0,15.0,0.10575296108290555,1,0,0,0,0,0,1
2021-10-29,14171,14199.0,-28.0,-0.19719698570321853,3,0,1,0,0,0,2
2021-11-01,14235,14171.0,64.0,0.45162656128714396,11,0,1,1,0,0,9
2021-11-02,14261,14235.0,26.0,0.18264840182649067,4,1,0,0,0,0,3
2021-11-03,14301,14261.0,40.0,0.2804852394642676,8,0,0,0,0,0,8
2021-11-04,14327,14301.0,26.0,0.1818054681490766,8,0,0,0,1,0,7
2021-11-05,14374,14327.0,47.0,0.32805192992253485,9,2,0,0,2,1,5
2021-11-08,14268,14374.0,-106.0,-0.7374426047029314,10,2,1,0,2,0,5
2021-11-09,14233,14268.0,-35.0,-0.24530417717970598,5,0,0,0,0,0,5
2021-11-10,14253,14233.0,20.0,0.14051851331413623,6,0,0,0,0,0,6
2021-11-11,14288,14253.0,35.0,0.2455623377534577,22,0,0,0,0,1,21
2021-11-12,14243,14288.0,-45.0,-0.314949608062709,14,3,0,0,1,0,10
2021-11-15,14206,14243.0,-37.0,-0.2597767324299616,11,2,0,0,0,0,9
2021-11-16,14211,14206.0,5.0,0.035196395889069976,15,2,1,1,1,0,10
2021-11-17,14259,14211.0,48.0,0.3377665188938117,13,2,1,0,1,0,9
2021-11-18,14231,14259.0,-28.0,-0.19636720667648433,5,0,0,0,1,0,4
2021-11-19,14237,14231.0,6.0,0.042161478462521274,4,1,0,0,0,0,3
2021-11-22,14255,14237.0,18.0,0.12643113015382568,9,0,0,0,0,0,9
2021-11-23,14272,14255.0,17.0,0.11925640126271286,7,0,0,0,0,1,6
2021-11-24,14272,14272.0,0.0,0.0,5,0,0,0,0,0,5
2021-11-25,14280,14272.0,8.0,0.05605381165918466,10,3,0,0,0,0,8
2021-11-26,14280,14280.0,0.0,0.0,1,1,0,0,0,0,0
2021-11-29,14340,14280.0,60.0,0.42016806722688926,3,0,0,0,0,0,3
2021-11-30,14320,14340.0,-20.0,-0.1394700139469962,5,0,0,1,0,0,5
2021-12-01,14353,14320.0,33.0,0.23044692737430594,4,0,0,0,1,0,3
2021-12-02,14378,14353.0,25.0,0.17417961401797744,9,0,0,1,1,0,7
2021-12-03,14408,14378.0,30.0,0.2086521073862757,3,0,0,1,1,0,1
2021-12-06,14441,14408.0,33.0,0.22903942254304255,4,1,0,0,0,0,3
2021-12-07,14408,14441.0,-33.0,-0.22851603074579563,6,0,1,0,1,1,3
2021-12-08,14348,14408.0,-60.0,-0.41643531371460263,3,1,0,0,0,0,2
2021-12-09,14351,14348.0,3.0,0.020908837468636143,8,2,0,0,0,0,6
2021-12-10,14378,14351.0,27.0,0.18814019928925507,6,0,0,0,0,0,6
2021-12-13,14346,14378.0,-32.0,-0.22256224787869927,16,0,0,0,0,0,16
2021-12-14,14348,14346.0,2.0,0.013941168269893112,10,1,0,0,0,0,9
2021-12-15,14337,14348.0,-11.0,-0.0766657373850066,10,0,0,0,1,0,9
2021-12-16,14343,14337.0,6.0,0.04184975936387669,10,1,0,0,1,0,8
2021-12-17,14343,14343.0,0.0,0.0,8,1,1,0,0,0,6
2021-12-20,14384,14343.0,41.0,0.28585372655651753,2,0,0,0,0,0,2
2021-12-21,14349,14384.0,-35.0,-0.24332591768632117,2,1,0,0,0,0,1
2021-12-22,14264,14349.0,-85.0,-0.5923757753153569,0,0,0,0,0,0,0
2021-12-23,14251,14264.0,-13.0,-0.09113853056645915,2,1,0,0,0,0,1
2021-12-24,14219,14251.0,-32.0,-0.2245456459195827,0,0,0,0,0,0,0
2021-12-27,14225,14219.0,6.0,0.04219706027146497,0,0,0,0,0,0,0
2021-12-28,14237,14225.0,12.0,0.08435852372583597,1,0,0,0,0,0,1
2021-12-29,14265,14237.0,28.0,0.19667064690593872,0,0,0,0,0,0,0
2021-12-30,14269,14265.0,4.0,0.028040658955474917,3,1,0,0,0,0,2
2021-12-31,14278,14269.0,9.0,0.06307379634171717,2,0,1,0,0,0,1
2022-01-03,14270,14278.0,-8.0,-0.05603025633842407,1,1,0,0,0,0,0
2022-01-04,14310,14270.0,40.0,0.2803083391730965,3,0,0,0,0,0,3
2022-01-05,14365,14310.0,55.0,0.38434661076169885,3,0,0,0,1,0,2
2022-01-06,14396,14365.0,31.0,0.21580229725026712,6,0,0,0,1,0,5
2022-01-07,14360,14396.0,-36.0,-0.25006946373993255,7,0,0,0,0,1,6
2022-01-10,14323,14360.0,-37.0,-0.2576601671309242,7,0,0,0,0,1,6
2022-01-11,14299,14323.0,-24.0,-0.16756266145360188,9,1,0,0,0,0,8
2022-01-12,14302,14299.0,3.0,0.020980488146027376,10,3,1,0,0,0,7
2022-01-13,14311,14302.0,9.0,0.06292826178155853,13,1,1,0,1,0,11
2022-01-14,14310,14311.0,-1.0,-0.006987631891552937,9,1,0,0,0,0,8
2022-01-17,14323,14310.0,13.0,0.09084556254368437,10,3,1,0,0,0,7
2022-01-18,14325,14323.0,2.0,0.013963555121132565,2,2,0,0,0,0,0
2022-01-19,14370,14325.0,45.0,0.3141361256544517,10,4,0,0,1,0,5
2022-01-20,14354,14370.0,-16.0,-0.11134307585246583,6,1,0,0,0,0,5
2022-01-21,14347,14354.0,-7.0,-0.04876689424551106,4,1,1,0,0,0,3
2022-01-24,14327,14347.0,-20.0,-0.13940196556770923,6,1,0,0,0,0,5
2022-01-25,14358,14327.0,31.0,0.21637467718294,7,3,0,0,0,0,4
2022-01-26,14346,14358.0,-12.0,-0.08357709987463213,5,1,0,0,0,0,4
2022-01-27,14385,14346.0,39.0,0.2718527812630711,10,1,0,0,0,0,9
2022-01-28,14381,14385.0,-4.0,-0.027806743135205814,7,1,0,0,0,0,6
2022-01-31,14392,14381.0,11.0,0.07648981294763324,10,2,0,0,0,0,8
2022-02-02,14347,14392.0,-45.0,-0.31267370761534075,11,5,1,0,0,0,6
2022-02-03,14381,14347.0,34.0,0.23698334146511346,6,2,0,0,2,0,2
2022-02-04,14376,14381.0,-5.0,-0.034768096794379755,4,0,0,0,0,0,4
2022-02-07,14404,14376.0,28.0,0.19476905954367574,11,3,1,1,0,0,7
2022-02-08,14385,14404.0,-19.0,-0.13190780338794283,7,3,0,0,0,0,4
2022-02-09,14366,14385.0,-19.0,-0.13208202989224427,7,0,0,0,1,0,7
2022-02-10,14344,14366.0,-22.0,-0.15313935681470214,13,1,0,0,0,1,12
2022-02-11,14359,14344.0,15.0,0.10457334076965363,24,2,0,0,1,0,22
2022-02-14,14338,14359.0,-21.0,-0.14624973883975434,13,3,1,0,0,0,10
2022-02-15,14292,14338.0,-46.0,-0.32082577765378817,9,2,0,0,0,0,7
2022-02-16,14278,14292.0,-14.0,-0.09795689896445747,7,1,0,0,1,0,5
2022-02-17,14301,14278.0,23.0,0.1610869869729692,9,2,0,0,0,0,8
2022-02-18,14339,14301.0,38.0,0.26571568421789316,5,2,0,0,0,0,3
2022-02-21,14329,14339.0,-10.0,-0.06973987028383588,10,6,2,0,0,0,3
2022-02-22,14362,14329.0,33.0,0.23030218438131467,7,4,2,0,0,0,1
2022-02-23,14355,14362.0,-7.0,-0.04873972984263952,12,8,2,0,0,0,4
2022-02-24,14371,14355.0,16.0,0.11145942180423862,14,7,4,0,1,0,4
2022-02-25,14369,14371.0,-2.0,-0.013916916011413871,25,23,3,0,1,0,3
2022-03-01,14350,14369.0,-19.0,-0.13222910432180157,60,48,14,0,1,0,11
2022-03-02,14373,14350.0,23.0,0.1602787456445931,17,14,4,0,1,0,3
2022-03-04,14383,14373.0,10.0,0.06957489737702272,46,33,6,0,3,0,12
2022-03-07,14411,14383.0,28.0,0.19467426823334133,25,24,2,0,0,0,4
2022-03-08,14394,14411.0,-17.0,-0.11796544306432732,22,16,0,0,3,0,4
2022-03-09,14371,14394.0,-23.0,-0.15978880088926006,17,11,0,0,0,0,6
2022-03-10,14298,14371.0,-73.0,-0.5079674344165341,12,9,1,0,0,0,3
2022-03-11,14306,14298.0,8.0,0.05595188138201035,26,12,1,0,0,0,13
2022-03-14,14328,14306.0,22.0,0.15378163008528123,16,11,4,0,0,0,5
2022-03-15,14321,14328.0,-7.0,-0.04885538805137202,21,15,0,0,0,0,7
2022-03-16,14311,14321.0,-10.0,-0.06982752601075726,17,8,1,0,0,1,8
2022-03-17,14290,14311.0,-21.0,-0.14674026972258947,25,8,3,0,0,0,14
2022-03-18,14340,14290.0,50.0,0.3498950314905436,17,11,1,0,0,0,6
2022-03-21,14341,14340.0,1.0,0.0069735006973603575,11,4,1,0,0,0,6
2022-03-22,14358,14341.0,17.0,0.11854124538037691,13,5,1,0,0,1,6
2022-03-23,14351,14358.0,-7.0,-0.04875330826020763,11,6,1,0,1,0,6
2022-03-24,14361,14351.0,10.0,0.06968155529232245,15,9,1,0,0,0,5
2022-03-25,14341,14361.0,-20.0,-0.13926606782257434,14,10,4,0,0,0,3
2022-03-28,14360,14341.0,19.0,0.13248727424866047,12,6,4,0,0,0,5
2022-03-29,14364,14360.0,4.0,0.027855153203337757,8,5,2,0,2,0,1
2022-03-30,14349,14364.0,-15.0,-0.10442773600668476,9,6,1,0,0,0,5
2022-03-31,14357,14349.0,8.0,0.05575301414733058,11,8,0,0,2,1,2
2022-04-01,14364,14357.0,7.0,0.04875670404680399,12,6,3,0,1,0,4
2022-04-04,14362,14364.0,-2.0,-0.013923698134221674,15,11,2,0,1,0,3
2022-04-05,14348,14362.0,-14.0,-0.09747945968527905,6,5,2,0,0,0,2
2022-04-06,14364,14348.0,16.0,0.1115137998327187,13,4,3,0,0,0,7
2022-04-07,14359,14364.0,-5.0,-0.034809245335565286,9,4,2,0,0,0,5
2022-04-08,14365,14359.0,6.0,0.04178563966850124,12,4,0,0,0,0,8
2022-04-11,14370,14365.0,5.0,0.03480682213714559,17,11,1,0,1,0,6
2022-04-12,14364,14370.0,-6.0,-0.041753653444676075,12,4,0,0,0,0,8
2022-04-13,14359,14364.0,-5.0,-0.034809245335565286,22,1,0,0,0,0,21
2022-04-14,14349,14359.0,-10.0,-0.0696427327808391,18,5,1,0,0,0,13
2022-04-18,14356,14349.0,7.0,0.04878388737890038,20,9,2,0,1,0,11
2022-04-19,14347,14356.0,-9.0,-0.06269155753692024,9,3,1,0,1,0,5
2022-04-20,14351,14347.0,4.0,0.027880393113544066,16,9,1,0,2,0,6
2022-04-21,14348,14351.0,-3.0,-0.020904466587690074,8,4,2,0,0,1,5
2022-04-22,14361,14348.0,13.0,0.09060496236408255,6,1,0,0,0,0,5
2022-04-25,14452,14361.0,91.0,0.6336606085927121,7,2,1,0,0,0,5
2022-04-26,14412,14452.0,-40.0,-0.2767783005812374,8,2,0,0,0,0,6
2022-04-27,14418,14412.0,6.0,0.04163197335553814,7,2,0,0,0,0,5
2022-04-28,14480,14418.0,62.0,0.4300180330142789,6,4,0,0,0,0,2
2022-05-09,14534,14480.0,54.0,0.3729281767955728,86,26,3,1,4,0,64
2022-05-10,14546,14534.0,12.0,0.08256501995320686,12,2,1,0,1,1,9
2022-05-11,14546,14546.0,0.0,0.0,11,4,0,1,0,0,7
2022-05-12,14585,14546.0,39.0,0.26811494568954597,18,3,0,0,1,0,15
2022-05-13,14619,14585.0,34.0,0.23311621528967486,9,2,0,0,0,0,7
2022-05-17,14651,14619.0,32.0,0.2188932211505623,23,12,0,1,1,0,10
2022-05-18,14682,14651.0,31.0,0.21158965258343265,8,2,0,0,1,0,6
2022-05-19,14731,14682.0,49.0,0.3337419970031341,9,2,0,0,0,0,7
2022-05-20,14661,14731.0,-70.0,-0.47518837824994664,7,3,0,0,0,0,4
2022-05-23,14665,14661.0,4.0,0.027283268535560623,8,3,0,0,0,0,5
2022-05-24,14653,14665.0,-12.0,-0.08182748039550214,10,6,0,1,1,0,3
2022-05-25,14645,14653.0,-8.0,-0.054596328396916416,10,3,1,0,1,0,7
2022-05-27,14578,14645.0,-67.0,-0.45749402526459315,17,5,0,0,1,0,12
2022-05-30,14544,14578.0,-34.0,-0.2332281520098789,8,0,0,0,1,0,7
2022-05-31,14592,14544.0,48.0,0.3300330033003229,5,2,1,0,1,0,4
2022-06-02,14526,14592.0,-66.0,-0.4523026315789491,24,6,3,0,5,0,14
2022-06-03,14431,14526.0,-95.0,-0.6539997246316931,8,4,2,0,1,0,3
2022-06-06,14462,14431.0,31.0,0.21481532811309378,10,3,0,0,2,0,6
2022-06-07,14464,14462.0,2.0,0.013829345871929632,6,1,0,1,0,0,4
2022-06-08,14477,14464.0,13.0,0.08987831858406903,8,1,0,0,0,0,7
2022-06-09,14555,14477.0,78.0,0.5387856600124419,6,1,0,0,0,0,5
2022-06-10,14569,14555.0,14.0,0.09618687736172582,9,0,0,0,0,0,9
2022-06-13,14672,14569.0,103.0,0.706980575193894,24,6,0,0,0,0,19
2022-06-14,14729,14672.0,57.0,0.38849509269356375,7,2,0,0,1,0,5
2022-06-15,14746,14729.0,17.0,0.11541856202050838,7,1,0,0,1,0,5
2022-06-16,14741,14746.0,-5.0,-0.03390750033906986,18,3,1,0,0,0,15
2022-06-17,14828,14741.0,87.0,0.5901906247880007,15,3,0,0,1,0,12
2022-06-20,14836,14828.0,8.0,0.05395198273536739,13,4,2,0,0,0,9
2022-06-21,14804,14836.0,-32.0,-0.21569156106767684,7,1,0,1,0,0,6
2022-06-22,14860,14804.0,56.0,0.37827614158336687,4,1,0,0,0,0,3
2022-06-23,14835,14860.0,-25.0,-0.1682368775235532,8,3,1,0,0,0,4
2022-06-24,14846,14835.0,11.0,0.07414897202562276,7,0,0,0,1,0,7
2022-06-27,14802,14846.0,-44.0,-0.296376128250031,6,4,1,0,0,0,2
2022-06-28,14837,14802.0,35.0,0.23645453317118204,6,2,0,0,0,0,4
2022-06-29,14848,14837.0,11.0,0.07413897688210991,11,4,1,0,0,0,7
2022-06-30,14882,14848.0,34.0,0.2289870689655249,13,5,1,0,0,0,8
2022-07-01,14956,14882.0,74.0,0.49724499395242816,7,0,0,0,2,0,5
2022-07-04,14960,14956.0,4.0,0.026745119015769703,9,3,0,0,0,0,6
2022-07-05,14990,14960.0,30.0,0.20053475935828402,3,1,0,0,0,0,2
2022-07-06,15015,14990.0,25.0,0.16677785190126748,5,1,0,1,1,0,3
2022-07-07,14986,15015.0,-29.0,-0.19314019314019548,9,2,1,0,1,0,6
2022-07-08,14981,14986.0,-5.0,-0.03336447350861249,5,1,0,0,0,0,4
2022-07-11,14969,14981.0,-12.0,-0.08010146185167821,14,5,0,0,0,0,9
2022-07-12,14993,14969.0,24.0,0.16033135145967492,8,2,0,0,0,0,6
2022-07-13,14985,14993.0,-8.0,-0.05335823384245986,8,2,0,0,0,0,6
2022-07-14,14999,14985.0,14.0,0.0934267600934291,23,3,0,0,0,0,20
2022-07-15,14999,14999.0,0.0,0.0,14,3,0,0,0,1,13
2022-07-18,14986,14999.0,-13.0,-0.08667244482966074,12,2,0,0,0,1,10
2022-07-19,14992,14986.0,6.0,0.04003736821032167,7,0,0,0,0,0,7
2022-07-20,14984,14992.0,-8.0,-0.05336179295624133,6,3,0,0,0,0,3
2022-07-21,15017,14984.0,33.0,0.22023491724505462,8,0,0,0,0,0,8
2022-07-22,15024,15017.0,7.0,0.0466138376506553,7,1,0,0,0,0,6
2022-07-25,14992,15024.0,-32.0,-0.21299254526091493,7,2,0,0,0,0,6
2022-07-26,14984,14992.0,-8.0,-0.05336179295624133,7,2,0,0,0,0,5
2022-07-27,15020,14984.0,36.0,0.2402562733582414,13,0,0,0,2,0,11
2022-07-28,14958,15020.0,-62.0,-0.4127829560585883,11,1,0,0,0,0,10
2022-07-29,14860,14958.0,-98.0,-0.6551678031822439,9,0,0,0,0,0,9
2022-08-01,14874,14860.0,14.0,0.09421265141318358,7,2,0,0,0,0,5
2022-08-02,14888,14874.0,14.0,0.09412397472099432,7,1,1,1,1,0,4
2022-08-03,14917,14888.0,29.0,0.19478774852230707,13,3,0,0,0,0,10
2022-08-04,14929,14917.0,12.0,0.08044512971776552,8,2,0,0,0,0,6
2022-08-05,14904,14929.0,-25.0,-0.16745930738830683,6,2,0,0,0,1,3
2022-08-08,14915,14904.0,11.0,0.07380568974770796,11,2,2,0,0,0,8
2022-08-09,14862,14915.0,-53.0,-0.35534696614146766,16,3,0,0,0,0,13
2022-08-10,14875,14862.0,13.0,0.0874714035796087,15,3,0,0,0,0,12
2022-08-11,14799,14875.0,-76.0,-0.5109243697479005,16,2,0,0,0,0,14
2022-08-12,14688,14799.0,-111.0,-0.750050679099934,11,0,0,0,0,0,11
2022-08-15,14727,14688.0,39.0,0.2655228758170036,9,2,0,0,0,0,7
2022-08-16,14767,14727.0,40.0,0.2716099680858397,7,1,1,0,0,0,5
2022-08-18,14822,14767.0,55.0,0.3724520891176253,18,6,1,0,1,0,13
2022-08-19,14858,14822.0,36.0,0.24288220213195544,9,1,0,0,0,0,8
2022-08-22,14882,14858.0,24.0,0.16152914254947692,10,3,0,0,0,0,7
2022-08-23,14893,14882.0,11.0,0.07391479639833332,3,0,0,0,0,0,3
2022-08-24,14851,14893.0,-42.0,-0.28201168334116566,5,2,1,0,1,0,2
2022-08-25,14827,14851.0,-24.0,-0.16160527910578093,7,2,0,0,0,0,5
2022-08-26,14814,14827.0,-13.0,-0.0876778849396409,4,1,0,0,0,0,3
2022-08-29,14887,14814.0,73.0,0.4927771027406491,12,3,1,0,0,0,9
2022-08-30,14875,14887.0,-12.0,-0.08060724121716767,8,2,0,0,0,0,6
2022-08-31,14853,14875.0,-22.0,-0.1478991596638668,7,2,0,0,0,0,5
2022-09-01,14884,14853.0,31.0,0.2087120447047841,5,1,0,0,1,0,3
2022-09-02,14900,14884.0,16.0,0.10749798441278546,3,1,0,0,0,0,2
2022-09-05,14920,14900.0,20.0,0.13422818791946067,5,1,0,0,1,0,3
2022-09-06,14885,14920.0,-35.0,-0.23458445040214215,4,2,0,0,2,0,2
2022-09-07,14927,14885.0,42.0,0.28216325159555744,9,3,1,0,3,0,4
2022-09-08,14905,14927.0,-22.0,-0.14738393515106862,5,0,0,0,0,0,5
2022-09-09,14846,14905.0,-59.0,-0.39584032203958675,11,1,1,0,0,0,9
2022-09-12,14839,14846.0,-7.0,-0.047150747676139027,9,1,0,0,0,0,8
2022-09-13,14861,14839.0,22.0,0.148257968865817,10,1,0,0,0,0,9
2022-09-14,14923,14861.0,62.0,0.4171993809299446,20,2,0,0,0,0,19
2022-09-15,14899,14923.0,-24.0,-0.1608255712658324,6,1,1,0,0,0,4
2022-09-16,14939,14899.0,40.0,0.2684743942546586,7,1,0,0,0,1,6
2022-09-19,14980,14939.0,41.0,0.27444942767254066,8,3,0,1,0,0,4
2022-09-20,14975,14980.0,-5.0,-0.03337783711615527,7,0,0,0,0,0,7
2022-09-21,15011,14975.0,36.0,0.24040066777963887,13,3,1,0,1,0,10
2022-09-22,15033,15011.0,22.0,0.1465591899273866,20,5,0,0,0,0,15
2022-09-23,15035,15033.0,2.0,0.01330406439166154,10,1,0,0,1,0,8
2022-09-26,15119,15035.0,84.0,0.558696375124712,13,2,0,0,0,1,10
2022-09-27,15155,15119.0,36.0,0.23811098617634308,8,3,0,0,0,0,5
2022-09-28,15243,15155.0,88.0,0.5806664467172595,4,1,0,0,0,0,3
2022-09-29,15247,15243.0,4.0,0.026241553499972703,4,1,0,0,0,0,3
2022-09-30,15232,15247.0,-15.0,-0.09838000918213075,6,1,0,0,0,0,5
2022-10-03,15293,15232.0,61.0,0.40047268907563716,10,4,2,0,0,0,6
2022-10-04,15276,15293.0,-17.0,-0.1111619695285393,11,4,0,0,3,0,4
2022-10-05,15196,15276.0,-80.0,-0.523697302958892,7,3,0,0,1,0,3
2022-10-06,15197,15196.0,1.0,0.006580679126089173,16,4,0,0,8,0,5
2022-10-07,15246,15197.0,49.0,0.32243205895901017,11,1,1,0,4,0,5
2022-10-10,15299,15246.0,53.0,0.3476321658139936,9,2,0,0,1,0,6
2022-10-11,15362,15299.0,63.0,0.4117916203673522,12,2,0,0,2,0,9
2022-10-12,15373,15362.0,11.0,0.07160525973179954,14,6,1,0,0,1,6
2022-10-13,15357,15373.0,-16.0,-0.1040785793273935,14,1,0,0,1,0,12
2022-10-14,15390,15357.0,33.0,0.21488571986716387,17,3,0,0,1,0,13
2022-10-17,15480,15390.0,90.0,0.5847953216374213,12,3,0,0,0,0,9
2022-10-18,15469,15480.0,-11.0,-0.07105943152454497,6,5,0,0,0,0,2
2022-10-19,15491,15469.0,22.0,0.14221992371841186,7,3,1,0,0,0,4
2022-10-20,15579,15491.0,88.0,0.5680717836162863,5,2,0,0,0,0,3
2022-10-21,15610,15579.0,31.0,0.19898581423711814,7,1,1,0,0,1,4
2022-10-24,15590,15610.0,-20.0,-0.12812299807815064,5,2,0,0,0,0,3
2022-10-25,15616,15590.0,26.0,0.16677357280308058,6,0,0,0,1,0,5
2022-10-26,15596,15616.0,-20.0,-0.1280737704917989,7,1,0,0,1,0,5
2022-10-27,15573,15596.0,-23.0,-0.14747371120800157,3,2,1,0,0,0,0
2022-10-28,15542,15573.0,-31.0,-0.1990624799332208,6,1,0,0,0,0,5
2022-10-31,15596,15542.0,54.0,0.3474456311928886,10,3,0,0,0,0,7
2022-11-01,15647,15596.0,51.0,0.32700692485252425,6,2,0,0,1,1,5
2022-11-02,15652,15647.0,5.0,0.031955007349648845,9,1,0,0,1,0,7
2022-11-03,15681,15652.0,29.0,0.18527983644263113,8,1,0,0,0,0,7
2022-11-04,15736,15681.0,55.0,0.3507429373126758,7,1,0,0,0,0,7
2022-11-07,15692,15736.0,-44.0,-0.2796136248093495,6,2,0,0,0,0,4
2022-11-08,15684,15692.0,-8.0,-0.050981391791993236,2,0,0,0,0,0,2
2022-11-09,15654,15684.0,-30.0,-0.19127773527161107,8,2,0,0,0,0,6
2022-11-10,15701,15654.0,47.0,0.3002427494570137,11,1,0,0,0,0,10
2022-11-11,15493,15701.0,-208.0,-1.3247563849436372,19,2,1,0,0,0,16
2022-11-14,15499,15493.0,6.0,0.03872716710773272,7,1,0,0,1,1,4
2022-11-15,15564,15499.0,65.0,0.41938189560617456,7,1,0,0,0,0,6
2022-11-16,15610,15564.0,46.0,0.29555384219994707,12,6,1,0,0,0,6
2022-11-17,15687,15610.0,77.0,0.4932735426008916,12,6,0,0,0,0,6
2022-11-18,15692,15687.0,5.0,0.03187352584943515,7,1,0,0,0,1,5
2022-11-21,15707,15692.0,15.0,0.09559010960999981,8,2,0,0,0,0,6
2022-11-22,15716,15707.0,9.0,0.0572992933087102,7,0,1,0,0,0,6
2022-11-23,15700,15716.0,-16.0,-0.10180707559175328,6,2,0,0,0,1,3
2022-11-24,15647,15700.0,-53.0,-0.3375796178343937,6,2,0,0,0,0,4
2022-11-25,15668,15647.0,21.0,0.13421103086854735,3,2,0,0,0,0,1
2022-11-28,15729,15668.0,61.0,0.3893285677814662,12,3,0,0,0,2,7
2022-11-29,15737,15729.0,8.0,0.050861466081753015,2,0,0,0,0,1,1
2022-11-30,15742,15737.0,5.0,0.0317722564656453,6,1,1,0,1,1,2
2022-12-01,15617,15742.0,-125.0,-0.7940541227290043,9,2,0,0,0,1,6
2022-12-02,15429,15617.0,-188.0,-1.2038163539732305,8,1,2,0,0,1,5
2022-12-05,15409,15429.0,-20.0,-0.12962602890660424,4,0,2,0,2,0,2
2022-12-06,15576,15409.0,167.0,1.083782205204753,5,2,0,0,1,1,1
2022-12-07,15619,15576.0,43.0,0.27606574216743063,9,2,0,0,0,0,7
2022-12-08,15624,15619.0,5.0,0.032012292720406954,6,3,2,0,1,0,1
2022-12-09,15587,15624.0,-37.0,-0.23681515616998938,8,4,1,0,0,0,4
2022-12-12,15642,15587.0,55.0,0.3528581510232831,17,1,1,0,0,0,15
2022-12-13,15661,15642.0,19.0,0.12146784298683322,10,2,1,0,0,1,7
2022-12-14,15619,15661.0,-42.0,-0.26818210842219914,25,2,0,0,1,0,22
2022-12-15,15630,15619.0,11.0,0.07042704398489974,15,0,0,0,0,0,15
2022-12-16,15617,15630.0,-13.0,-0.08317338451695466,11,4,1,1,0,0,7
2022-12-19,15621,15617.0,4.0,0.025613113914313423,3,0,1,0,0,0,2
2022-12-20,15608,15621.0,-13.0,-0.08322130465399091,5,1,0,0,1,0,3
